iDigi, layerId, moduleId, iSector, secCol, secRow, digiAddress
228164,3,1,1,75,11,1259766069
228358,3,1,1,76,0,1275101493
229014,3,1,1,76,1,1275232565
229535,3,1,1,76,2,1275363637
229881,3,1,1,76,3,1275494709
230323,3,1,1,76,5,1275756853
230469,3,1,1,76,6,1275887925
230614,3,1,1,76,7,1276018997
230745,3,1,1,76,8,1276150069
230868,3,1,1,76,9,1276281141
230976,3,1,1,76,10,1276412213
231047,3,1,1,76,11,1276543285
231230,3,1,1,77,0,1291878709
231852,3,1,1,77,1,1292009781
232345,3,1,1,77,2,1292140853
232666,3,1,1,77,3,1292271925
233894,3,1,1,78,0,1308655925
234506,3,1,1,78,1,1308786997
235000,3,1,1,78,2,1308918069
235312,3,1,1,78,3,1309049141
236476,3,1,1,79,0,1325433141
237058,3,1,1,79,1,1325564213
237530,3,1,1,79,2,1325695285
237810,3,1,1,79,3,1325826357
